Order,Material,REL Date,FO Due Date,CNF Date,DLV Date,Quantity of goods received,Ord.quantity
FO6259965,PN 68001,2022-02-21,2022-02-23,2022-02-22,2022-02-22,30,
FO6259969,PN 68103,2022-02-21,2022-02-22,2022-02-21,2022-02-21,20,
FO6259959,PN 66281,2022-02-21,2022-02-22,2022-02-22,2022-02-22,5,
FO6259952,PN 67481,2022-02-21,2022-02-21,2022-02-21,2022-02-21,5,
FO6259956,PN 66008,2022-02-21,2022-02-22,2022-02-22,2022-02-22,8,
FO6259955,PN 68536,2022-02-21,2022-02-21,2022-02-21,2022-02-21,8,
FO6259957,PN 68228,2022-02-21,2022-02-22,2022-02-22,2022-02-22,5,
FO6259960,PN 66462,2022-02-21,2022-02-23,2022-02-23,2022-02-23,40,
FO6259979,PN 59976,2022-02-21,2022-02-23,2022-02-23,2022-02-23,94,
FO6259995,PN 52072,2022-02-21,2022-02-24,2022-02-23,2022-02-23,96,
FO6259996,PN 52072,2022-02-21,2022-02-24,2022-02-23,2022-02-24,96,
FO6259999,PN 56234,2022-02-21,2022-02-24,2022-02-24,2022-02-24,96,
FO6259500,PN 60190,2022-02-22,2022-02-25,2022-02-25,2022-02-26,15,
FO6259507,PN 54870,2022-02-22,2022-02-25,2022-02-25,2022-02-25,6,
FO6259579,PN 55265,2022-02-22,2022-02-25,2022-02-25,2022-02-25,96,
FO6259552,PN 68238,2022-02-22,2022-02-24,2022-02-24,2022-02-24,5,
FO6259572,PN 64838,2022-02-22,2022-02-22,2022-02-22,2022-02-22,50,
FO6259577,PN 63450,2022-02-22,2022-02-24,2022-02-24,2022-02-24,20,
FO6259529,PN 56353,2022-02-22,2022-02-25,2022-02-25,2022-02-25,12,
FO6259527,PN 53868,2022-02-22,2022-03-01,,2022-02-25,96,
FO6259526,PN 53868,2022-02-22,2022-02-25,2022-02-25,2022-02-25,96,
FO6259522,PN 52797,2022-02-22,2022-02-25,2022-02-25,2022-02-25,43,
FO6259596,PN 57320,2022-02-22,2022-02-24,2022-02-24,2022-02-25,96,
FO6260426,PN 64124,2022-02-25,2022-02-25,2022-02-25,2022-02-25,10,
FO6260425,PN 64375,2022-02-25,2022-02-28,2022-02-25,2022-02-25,5,
FO6260429,PN 69416,2022-02-25,2022-02-25,2022-02-25,2022-02-25,4,
FO6202526,PN 62560,2021-09-01,2022-03-04,2022-03-04,2022-03-04,1,
FO6254277,PN 69931,2022-02-03,2022-02-14,2022-02-14,2022-02-28,1,
FO6255662,PN 62886,2022-02-09,2022-03-01,2022-03-01,2022-03-01,4,
FO6255696,PN 58021,2022-02-09,2022-03-03,2022-03-03,2022-03-03,4,
FO6255270,PN 70115,2022-02-10,2022-02-28,2022-02-28,2022-02-28,5,
FO6255900,PN 70107,2022-02-10,2022-02-18,2022-02-18,2022-03-04,1,
FO6257435,PN 64916,2022-02-16,2022-02-28,2022-02-28,2022-02-28,50,
FO6257270,PN 58267,2022-02-16,2022-02-26,2022-02-26,2022-02-28,77,
FO6252096,PN 70281,2022-02-17,2022-02-28,2022-02-28,2022-03-01,1,
FO6252295,PN 66205,2022-02-17,2022-03-03,2022-03-03,2022-03-03,50,
FO6252260,PN 62464,2022-02-17,2022-03-02,2022-03-02,2022-03-02,1,
FO6252662,PN 63013,2022-02-17,2022-03-01,2022-03-01,2022-03-01,4,
FO6252659,PN 62564,2022-02-17,2022-03-01,2022-03-01,2022-03-01,1,
FO6252650,PN 67731,2022-02-18,2022-03-01,2022-02-28,2022-02-28,50,
FO6252652,PN 61388,2022-02-18,2022-03-04,2022-03-04,2022-03-04,170,
FO6252657,PN 61959,2022-02-18,2022-03-02,2022-03-02,2022-03-02,20,
FO6252656,PN 61786,2022-02-18,2022-03-02,2022-03-02,2022-03-02,10,
FO6252655,PN 61479,2022-02-18,2022-03-04,2022-03-04,2022-03-04,460,
FO6259026,PN 56840,2022-02-21,2022-03-03,2022-03-03,2022-03-03,30,
FO6259090,PN 55695,2022-02-21,2022-03-03,2022-03-03,2022-03-04,,
FO6259599,PN 61110,2022-02-22,2022-03-02,2022-03-02,2022-03-02,77,
FO6259595,PN 59757,2022-02-22,2022-03-02,2022-03-01,2022-03-02,6,
FO6259543,PN 63450,2022-02-22,2022-02-28,2022-02-28,2022-02-28,20,
FO6259520,PN 58571,2022-02-22,2022-03-01,2022-03-01,2022-03-02,95,
FO6259525,PN 51722,2022-02-22,2022-02-28,2022-02-28,2022-02-28,94,
FO6259590,PN 59286,2022-02-22,2022-03-01,2022-03-01,2022-03-01,94,
FO6259950,PN 55954,2022-02-23,2022-02-28,2022-02-28,2022-02-28,13,
FO6260002,PN 62927,2022-02-23,2022-03-02,2022-03-02,2022-03-02,1,
FO6260006,PN 62637,2022-02-23,2022-03-03,2022-03-03,2022-03-03,1,
FO6260005,PN 62637,2022-02-23,2022-03-03,2022-03-03,2022-03-03,1,
FO6260062,PN 57556,2022-02-23,2022-03-01,2022-03-01,2022-03-01,13,
FO6260027,PN 57485,2022-02-23,2022-02-28,2022-02-28,2022-02-28,1,
FO6260427,PN 68722,2022-02-25,2022-02-28,2022-02-28,2022-02-28,10,
FO6260422,PN 69017,2022-02-25,2022-02-28,2022-02-28,2022-02-28,4,
FO6260205,PN 57557,2022-02-25,2022-03-01,2022-03-01,2022-03-01,1,
FO6260202,PN 51943,2022-02-25,2022-03-02,2022-03-02,2022-03-02,1,
FO6260209,PN 56599,2022-02-25,2022-03-02,2022-03-02,2022-03-02,1,
FO6260290,PN 57401,2022-02-25,2022-03-03,2022-03-02,2022-03-03,1,
FO6260279,PN 55487,2022-02-25,2022-03-01,2022-03-01,2022-03-01,2,
FO6260296,PN 58251,2022-02-25,2022-03-03,2022-03-03,2022-03-03,3,
FO6260295,PN 59014,2022-02-25,2022-03-01,2022-03-01,2022-03-01,48,
FO6260299,PN 52793,2022-02-25,2022-03-01,2022-03-01,2022-03-02,8,
FO6260267,PN 52976,2022-02-25,2022-03-02,2022-03-02,2022-03-03,4,
FO6260265,PN 58694,2022-02-25,2022-03-02,2022-03-02,2022-03-02,10,
FO6260262,PN 60446,2022-02-25,2022-03-02,2022-03-01,2022-03-01,2,
FO6260226,PN 68833,2022-02-25,2022-02-28,2022-02-28,2022-02-28,100,
FO6269695,PN 56141,2022-02-28,2022-03-03,2022-03-02,2022-03-02,94,
FO6269696,PN 56141,2022-02-28,2022-03-04,2022-03-03,2022-03-03,96,
FO6269699,PN 53246,2022-02-28,2022-03-04,2022-03-04,2022-03-04,96,
FO6269625,PN 60180,2022-02-28,2022-03-03,2022-03-03,2022-03-03,1,
FO6269950,PN 68900,2022-03-01,2022-03-04,2022-03-04,2022-03-04,50,
FO6269959,PN 64998,2022-03-01,2022-03-04,2022-03-02,2022-03-02,50,
FO6269952,PN 68978,2022-03-01,2022-03-04,2022-03-02,2022-03-02,50,
FO6269956,PN 68978,2022-03-01,2022-03-03,2022-03-01,2022-03-01,50,
FO6269957,PN 64998,2022-03-01,2022-03-04,2022-03-02,2022-03-02,50,
FO6269790,PN 55412,2022-03-01,2022-03-04,2022-03-04,2022-03-04,96,
FO6262000,PN 52334,2022-03-01,2022-03-02,2022-03-02,2022-03-02,20,
FO6262572,PN 60749,2022-03-02,2022-03-04,2022-03-04,2022-03-04,945,
FO6267220,PN 66107,2022-03-04,2022-03-08,2022-03-04,2022-03-04,2,
FO6252427,PN 63087,2022-02-01,2022-03-08,2022-03-08,2022-03-08,4,
FO6254242,PN 63087,2022-02-03,2022-03-09,2022-03-09,2022-03-09,4,
FO6254272,PN 63087,2022-02-03,2022-03-07,2022-03-07,2022-03-07,4,
FO6256056,PN 63087,2022-02-04,2022-03-09,2022-03-09,2022-03-09,4,
FO6256055,PN 63087,2022-02-04,2022-03-10,2022-03-10,2022-03-10,4,
FO6255057,PN 63087,2022-02-08,2022-03-11,2022-03-11,2022-03-11,4,
FO6255677,PN 69864,2022-02-09,2022-02-28,2022-02-28,2022-03-10,1,
FO6255672,PN 69864,2022-02-09,2022-03-01,2022-03-01,2022-03-09,1,
FO6255277,PN 70484,2022-02-10,2022-03-02,2022-03-02,2022-03-09,1,
FO6255996,PN 70536,2022-02-10,2022-03-02,2022-03-02,2022-03-07,1,
FO6254326,PN 70286,2022-02-15,2022-02-23,2022-02-23,2022-03-07,1,
FO6252095,PN 69931,2022-02-17,2022-02-28,2022-02-28,2022-03-07,1,
FO6252595,PN 56116,2022-02-18,2022-03-11,2022-03-11,2022-03-11,75,
FO6252596,PN 52731,2022-02-18,2022-03-07,2022-03-07,2022-03-07,5,
FO6259025,PN 54040,2022-02-21,2022-03-14,2022-03-11,2022-03-11,23,
FO6259506,PN 58799,2022-02-22,2022-03-07,2022-03-07,2022-03-07,6,
FO6259502,PN 56326,2022-02-22,2022-03-07,2022-03-07,2022-03-08,10,
FO6259509,PN 62101,2022-02-22,2022-03-07,2022-03-07,2022-03-07,28,
FO6260000,PN 62902,2022-02-23,2022-03-09,2022-03-08,2022-03-08,15,
FO6260095,PN 69931,2022-02-23,2022-03-08,2022-03-08,2022-03-11,1,
FO6260065,PN 51477,2022-02-23,2022-03-11,2022-03-11,2022-03-11,7,
FO6260067,PN 53251,2022-02-23,2022-03-07,2022-03-07,2022-03-07,2,
FO6260725,PN 54933,2022-02-24,2022-03-07,2022-03-07,2022-03-07,1,
FO6260206,PN 58831,2022-02-25,2022-03-07,2022-03-07,2022-03-07,1,
FO6260260,PN 59116,2022-02-25,2022-03-11,2022-03-10,2022-03-10,,
FO6260270,PN 55489,2022-02-25,2022-03-07,2022-03-07,2022-03-07,96,
FO6269605,PN 52889,2022-02-28,2022-03-07,2022-03-07,2022-03-07,27,
FO6269690,PN 55217,2022-02-28,2022-03-09,2022-03-09,2022-03-09,19,
FO6262002,PN 53101,2022-03-01,2022-03-07,2022-03-07,2022-03-07,12,
FO6262500,PN 62573,2022-03-02,2022-03-11,2022-03-11,2022-03-11,1,
FO6262509,PN 62572,2022-03-02,2022-03-10,2022-03-10,2022-03-10,5,
FO6262520,PN 52807,2022-03-02,2022-03-08,2022-03-08,2022-03-09,4,
FO6262529,PN 60646,2022-03-02,2022-03-08,2022-03-08,2022-03-09,5,
FO6262522,PN 53770,2022-03-02,2022-03-08,2022-03-08,2022-03-08,4,
FO6262527,PN 56586,2022-03-02,2022-03-08,2022-03-08,2022-03-08,4,
FO6262526,PN 52073,2022-03-02,2022-03-08,2022-03-08,2022-03-09,4,
FO6262525,PN 53981,2022-03-02,2022-03-08,2022-03-08,2022-03-09,4,
FO6262566,PN 54414,2022-03-02,2022-03-09,2022-03-08,2022-03-09,95,
FO6262565,PN 59265,2022-03-02,2022-03-08,2022-03-08,2022-03-08,96,
FO6262577,PN 60979,2022-03-02,2022-03-04,2022-03-04,2022-03-10,"2,955.00",
FO6267425,PN 63567,2022-03-04,2022-03-08,2022-03-08,2022-03-08,24,
FO6264300,PN 69532,2022-03-04,2022-03-09,2022-03-09,2022-03-09,50,
FO6264309,PN 67720,2022-03-04,2022-03-09,2022-03-07,2022-03-07,50,
FO6264306,PN 66511,2022-03-04,2022-03-08,2022-03-07,2022-03-07,50,
FO6264305,PN 69532,2022-03-04,2022-03-10,2022-03-10,2022-03-10,50,
FO6266950,PN 59500,2022-03-08,2022-03-10,2022-03-10,2022-03-11,2,
FO6266207,PN 67438,2022-03-08,2022-03-08,2022-03-08,2022-03-08,1,
FO6266206,PN 67553,2022-03-08,2022-03-11,2022-03-11,2022-03-11,1,
FO6266205,PN 64221,2022-03-08,2022-03-10,2022-03-08,2022-03-08,30,
FO6266700,PN 55153,2022-03-08,2022-03-10,2022-03-10,2022-03-11,1,
FO6266706,PN 64216,2022-03-09,2022-03-14,2022-03-11,2022-03-11,50,
FO6266729,PN 56141,2022-03-09,2022-03-14,2022-03-11,2022-03-11,96,
FO6266437,PN 62409,2022-03-09,2022-03-11,2022-03-11,2022-03-12,2,
FO6266432,PN 52459,2022-03-09,2022-03-10,2022-03-10,2022-03-11,12,
FO6266430,PN 53164,2022-03-09,2022-03-10,2022-03-10,2022-03-10,60,
FO6266439,PN 53342,2022-03-09,2022-03-09,2022-03-09,2022-03-10,96,
FO6265056,PN 60509,2022-03-10,2022-03-10,2022-03-10,2022-03-11,1,
FO6265907,PN 54194,2022-03-10,2022-03-11,2022-03-11,2022-03-11,8,
FO6265956,PN 65217,2022-03-10,2022-03-11,2022-03-11,2022-03-11,3,
FO6252559,PN 61021,2022-02-01,2022-03-16,2022-03-16,2022-03-16,112,
FO6259505,PN 55812,2022-02-22,2022-03-15,2022-03-15,2022-03-15,,
FO6262507,PN 70281,2022-03-02,2022-03-11,2022-03-11,2022-03-14,1,
FO6262506,PN 70536,2022-03-02,2022-03-11,2022-03-11,2022-03-16,1,
FO6262505,PN 70536,2022-03-02,2022-03-11,2022-03-11,2022-03-14,1,
FO6262569,PN 53288,2022-03-02,2022-03-15,2022-03-15,2022-03-15,8,
FO6266720,PN 57591,2022-03-09,2022-03-12,2022-03-12,2022-03-14,16,
FO6266722,PN 59286,2022-03-09,2022-03-15,2022-03-15,2022-03-15,96,
FO6266727,PN 52312,2022-03-09,2022-03-15,2022-03-15,2022-03-15,96,
FO6266725,PN 51936,2022-03-09,2022-03-15,2022-03-15,2022-03-15,19,
FO6266726,PN 59797,2022-03-09,2022-03-12,2022-03-12,2022-03-14,10,
FO6266770,PN 56141,2022-03-09,2022-03-15,2022-03-14,2022-03-14,96,
FO6266420,PN 60562,2022-03-09,2022-03-14,2022-03-14,2022-03-14,30,
FO6265009,PN 62409,2022-03-10,2022-03-14,2022-03-14,2022-03-14,1,
FO6265052,PN 58672,2022-03-10,2022-03-16,2022-03-16,2022-03-16,7,
FO6265909,PN 56165,2022-03-10,2022-03-14,2022-03-14,2022-03-14,3,
FO6265906,PN 55582,2022-03-10,2022-03-15,2022-03-14,2022-03-15,10,
FO6265902,PN 52831,2022-03-10,2022-03-16,2022-03-16,2022-03-16,8,
FO6265525,PN 56403,2022-03-11,2022-03-15,2022-03-15,2022-03-15,1,
FO6265577,PN 59788,2022-03-11,2022-03-16,2022-03-15,2022-03-15,1,
FO6265542,PN 57429,2022-03-11,2022-03-15,2022-03-15,2022-03-15,48,
FO6265543,PN 57634,2022-03-11,2022-03-16,2022-03-16,2022-03-16,44,
FO6265609,PN 55982,2022-03-11,2022-03-16,2022-03-16,2022-03-16,4,
FO6265602,PN 52457,2022-03-11,2022-03-16,2022-03-16,2022-03-16,4,
FO6265605,PN 59116,2022-03-11,2022-03-21,2022-03-16,2022-03-16,,
FO6265606,PN 53151,2022-03-11,2022-03-16,2022-03-16,2022-03-16,1,
FO6265622,PN 66537,2022-03-11,2022-03-16,2022-03-16,2022-03-16,25,
FO6255695,PN 52821,2022-02-09,2022-03-25,2022-03-25,2022-03-25,5,
FO6252665,PN 69931,2022-02-17,2022-03-03,2022-03-03,2022-03-22,1,
FO6262502,PN 70107,2022-03-02,2022-03-11,2022-03-11,2022-03-22,1,
FO6262590,PN 62890,2022-03-02,2022-03-21,2022-03-21,2022-03-21,1,
FO6262570,PN 61612,2022-03-02,2022-03-25,2022-03-25,2022-03-25,67,
FO6266425,PN 53587,2022-03-09,2022-03-21,2022-03-21,2022-03-22,20,
FO6266436,PN 62087,2022-03-09,2022-03-22,2022-03-22,2022-03-22,42,
FO6266200,PN 54110,2022-03-09,2022-03-21,2022-03-21,2022-03-21,3,
FO6265055,PN 52353,2022-03-10,2022-03-23,2022-03-23,2022-03-23,1,
FO6265057,PN 53579,2022-03-10,2022-03-21,2022-03-21,2022-03-21,5,
FO6265022,PN 61632,2022-03-10,2022-03-21,2022-03-21,2022-03-21,42,
FO6265026,PN 61813,2022-03-10,2022-03-28,2022-03-25,2022-03-26,200,
FO6265900,PN 54463,2022-03-10,2022-03-21,2022-03-21,2022-03-21,1,
FO6265200,PN 53946,2022-03-10,2022-03-25,2022-03-24,2022-03-24,17,
FO6265570,PN 58984,2022-03-11,2022-03-21,2022-03-21,2022-03-21,3,
FO6265572,PN 58522,2022-03-11,2022-03-21,2022-03-21,2022-03-21,1,
FO6265600,PN 56436,2022-03-11,2022-03-24,2022-03-24,2022-03-24,16,
FO6265607,PN 52014,2022-03-11,2022-03-21,2022-03-21,2022-03-21,8,
FO6265625,PN 59031,2022-03-11,2022-03-23,2022-03-23,2022-03-23,30,
FO6266000,PN 55800,2022-03-14,2022-03-22,2022-03-22,2022-03-22,4,
FO6267057,PN 61190,2022-03-16,2022-03-24,2022-03-24,2022-03-24,145,
FO6267056,PN 61940,2022-03-16,2022-03-24,2022-03-24,2022-03-24,398,
FO6262050,PN 54671,2022-03-21,2022-03-25,2022-03-25,2022-03-26,2,
FO6262056,PN 59447,2022-03-21,2022-03-24,2022-03-24,2022-03-24,38,
FO6262055,PN 58492,2022-03-21,2022-03-24,2022-03-24,2022-03-24,5,
FO6262057,PN 54513,2022-03-21,2022-03-25,2022-03-25,2022-03-25,16,
FO6262052,PN 52946,2022-03-21,2022-03-25,2022-03-25,2022-03-25,8,
FO6262543,PN 68833,2022-03-22,2022-03-23,2022-03-23,2022-03-23,100,
FO6262542,PN 68833,2022-03-22,2022-03-23,2022-03-23,2022-03-23,100,
FO6262709,PN 69532,2022-03-22,2022-03-24,2022-03-24,2022-03-24,50,
FO6262702,PN 67720,2022-03-22,2022-03-25,2022-03-23,2022-03-23,50,
FO6262707,PN 64216,2022-03-22,2022-03-24,2022-03-23,2022-03-23,50,
FO6262706,PN 67539,2022-03-22,2022-03-24,2022-03-23,2022-03-23,50,
FO6269955,PN 54165,2022-03-23,2022-03-25,2022-03-25,2022-03-26,96,
FO6269595,PN 65510,2022-03-24,2022-03-29,2022-03-25,2022-03-25,5,
FO6269665,PN 58242,2022-01-24,2022-04-01,2022-04-01,2022-04-01,51,
FO6254360,PN 63087,2022-02-15,2022-04-01,2022-04-01,2022-04-01,4,
FO6252255,PN 70484,2022-02-17,2022-04-01,2022-04-01,2022-04-01,1,
FO6265090,PN 62416,2022-03-10,2022-03-31,2022-03-31,2022-04-01,2,
FO6265059,PN 59679,2022-03-10,2022-03-28,2022-03-28,2022-03-28,4,
FO6265025,PN 61316,2022-03-10,2022-03-29,2022-03-29,2022-03-29,400,
FO6267052,PN 61197,2022-03-16,2022-03-30,,2022-03-30,593,
FO6262059,PN 58290,2022-03-21,2022-03-29,2022-03-29,2022-03-29,6,
FO6269659,PN 51746,2022-03-24,2022-03-29,2022-03-29,2022-03-29,40,
FO6270062,PN 55163,2022-03-25,2022-03-31,2022-03-31,2022-03-31,1,
FO6270066,PN 58729,2022-03-25,2022-03-30,2022-03-30,2022-03-30,1,
FO6270065,PN 52503,2022-03-25,2022-03-31,2022-03-31,2022-03-31,5,
FO6270067,PN 55249,2022-03-25,2022-03-31,2022-03-31,2022-03-31,3,
FO6270069,PN 59194,2022-03-25,2022-03-31,2022-03-31,2022-03-31,20,
FO6270070,PN 60676,2022-03-25,2022-03-31,2022-03-31,2022-03-31,10,
FO6270079,PN 57066,2022-03-25,2022-03-30,2022-03-30,2022-03-30,10,
FO6270072,PN 59059,2022-03-25,2022-03-30,2022-03-30,2022-03-30,2,
FO6270077,PN 52311,2022-03-25,2022-03-30,2022-03-30,2022-03-30,6,
FO6270043,PN 55695,2022-03-25,2022-04-01,2022-04-01,2022-04-01,3,
FO6270042,PN 58567,2022-03-25,2022-04-01,2022-04-01,2022-04-01,6,
FO6270020,PN 52419,2022-03-25,2022-04-01,2022-04-01,2022-04-01,5,
FO6270026,PN 51722,2022-03-25,2022-03-31,2022-03-31,2022-03-31,96,
FO6270027,PN 51722,2022-03-25,2022-03-30,2022-03-30,2022-03-30,95,
FO6270022,PN 51722,2022-03-25,2022-03-30,2022-03-30,2022-03-30,95,
FO6270099,PN 55265,2022-03-25,2022-03-31,2022-03-31,2022-03-31,96,
FO6270900,PN 67543,2022-03-25,2022-03-30,2022-03-30,2022-03-30,20,
FO6270907,PN 63782,2022-03-25,2022-03-28,2022-03-28,2022-03-28,5,
FO6270906,PN 67157,2022-03-25,2022-03-28,2022-03-28,2022-03-28,5,
FO6270902,PN 65474,2022-03-25,2022-03-30,2022-03-30,2022-03-30,30,
FO6270909,PN 67049,2022-03-25,2022-03-31,2022-03-30,2022-03-30,30,
FO6270990,PN 68605,2022-03-25,2022-03-31,2022-03-31,2022-03-31,30,
FO6270999,PN 65939,2022-03-25,2022-03-30,2022-03-28,2022-03-28,50,
FO6270979,PN 65787,2022-03-25,2022-03-28,2022-03-28,2022-03-28,50,
FO6270996,PN 63647,2022-03-25,2022-03-29,2022-03-29,2022-03-29,20,
FO6270799,PN 56865,2022-03-25,2022-04-01,2022-04-01,2022-04-01,24,
FO6270797,PN 59286,2022-03-25,2022-03-31,2022-03-31,2022-03-31,91,
FO6270790,PN 57051,2022-03-25,2022-04-04,2022-04-01,2022-04-01,56,
FO6270796,PN 59852,2022-03-25,2022-03-30,2022-03-30,2022-03-30,96,
FO6270795,PN 57485,2022-03-25,2022-03-31,2022-03-31,2022-03-31,72,
FO6270960,PN 53631,2022-03-25,2022-04-01,2022-04-01,2022-04-01,12,
FO6270962,PN 58000,2022-03-25,2022-04-01,2022-04-01,2022-04-01,5,
FO6270967,PN 63896,2022-03-25,2022-03-30,2022-03-29,2022-03-29,50,
FO6270966,PN 66874,2022-03-25,2022-03-31,2022-03-30,2022-03-30,50,
FO6270969,PN 67731,2022-03-25,2022-03-31,2022-03-30,2022-03-30,50,
FO6270270,PN 57880,2022-03-25,2022-04-01,2022-04-01,2022-04-01,9,
FO6270242,PN 61195,2022-03-25,2022-03-29,,2022-03-29,4,
FO6270672,PN 61149,2022-03-25,2022-03-31,,2022-03-30,99,
FO6270529,PN 68582,2022-03-28,2022-03-29,2022-03-29,2022-03-29,8,
FO6270570,PN 64213,2022-03-28,2022-03-28,2022-03-28,2022-03-28,8,
FO6270579,PN 69622,2022-03-28,2022-03-29,2022-03-28,2022-03-28,5,
FO6270572,PN 68285,2022-03-28,2022-03-29,2022-03-29,2022-03-29,5,
FO6270543,PN 63860,2022-03-28,2022-03-29,2022-03-29,2022-03-29,3,
FO6270542,PN 68935,2022-03-28,2022-03-28,2022-03-28,2022-03-28,3,
FO6270577,PN 64513,2022-03-28,2022-03-29,2022-03-29,2022-03-29,5,
FO6270622,PN 52607,2022-03-28,2022-03-31,2022-03-31,2022-03-31,1,
FO6270627,PN 58784,2022-03-28,2022-03-31,2022-03-31,2022-03-31,1,
FO6270626,PN 60552,2022-03-28,2022-03-31,2022-03-31,2022-03-31,1,
FO6270625,PN 58856,2022-03-28,2022-03-29,2022-03-29,2022-03-29,10,
FO6270629,PN 53474,2022-03-28,2022-04-01,2022-04-01,2022-04-02,3,
FO6270690,PN 57933,2022-03-28,2022-03-30,2022-03-30,2022-03-30,2,
FO6270699,PN 59383,2022-03-28,2022-03-31,2022-03-31,2022-03-31,2,
FO6270696,PN 51860,2022-03-28,2022-03-31,2022-03-31,2022-03-31,6,
FO6270709,PN 54362,2022-03-28,2022-03-30,2022-03-30,2022-03-30,10,
FO6270702,PN 51939,2022-03-28,2022-04-04,2022-04-01,2022-04-01,7,
FO6270706,PN 52079,2022-03-28,2022-04-01,2022-04-01,2022-04-02,198,
FO6270705,PN 56866,2022-03-28,2022-03-31,2022-03-31,2022-03-31,58,
FO6270779,PN 53511,2022-03-28,2022-04-01,2022-04-01,2022-04-01,4,
FO6270729,PN 66874,2022-03-28,2022-03-31,2022-03-30,2022-03-30,50,
FO6270726,PN 67603,2022-03-28,2022-03-31,2022-03-30,2022-03-30,50,
FO6270727,PN 64912,2022-03-28,2022-03-31,2022-03-30,2022-03-30,50,
FO6270722,PN 65948,2022-03-28,2022-03-31,2022-03-30,2022-03-30,50,
FO6270777,PN 63450,2022-03-28,2022-03-30,2022-03-30,2022-03-30,20,
FO6270772,PN 63450,2022-03-28,2022-03-30,2022-03-30,2022-03-30,20,
FO6270436,PN 53868,2022-03-28,2022-04-01,2022-04-01,2022-04-02,95,
FO6270435,PN 53868,2022-03-28,2022-04-01,2022-04-01,2022-04-01,96,
FO6270770,PN 54776,2022-03-28,2022-03-31,2022-03-31,2022-03-31,1,
FO6270725,PN 51839,2022-03-28,2022-04-01,2022-04-01,2022-04-01,48,
FO6270207,PN 56141,2022-03-28,2022-04-01,2022-03-31,2022-03-31,89,
FO6270202,PN 56141,2022-03-28,2022-04-04,2022-04-01,2022-04-01,96,
FO6270279,PN 60424,2022-03-28,2022-03-31,2022-03-30,2022-03-30,96,
FO6270299,PN 59557,2022-03-28,2022-03-30,2022-03-30,2022-03-30,94,
FO6270269,PN 56709,2022-03-28,2022-03-30,2022-03-30,2022-03-30,"1,090.00",
FO6270243,PN 65458,2022-03-28,2022-03-29,2022-03-29,2022-03-29,1,
FO6270277,PN 68001,2022-03-28,2022-03-29,2022-03-28,2022-03-28,1,
FO6270272,PN 64645,2022-03-28,2022-03-29,2022-03-28,2022-03-28,1,
FO6277969,PN 66718,2022-03-28,2022-03-30,2022-03-29,2022-03-29,25,
FO6277962,PN 65072,2022-03-28,2022-03-29,2022-03-29,2022-03-29,25,
FO6277959,PN 58772,2022-03-29,2022-04-01,2022-04-01,2022-04-01,86,
FO6277952,PN 56141,2022-03-29,2022-04-04,2022-04-01,2022-04-01,96,
FO6277965,PN 52629,2022-03-29,2022-03-31,2022-03-31,2022-03-31,20,
FO6277960,PN 64715,2022-03-30,2022-03-31,2022-03-30,2022-03-30,50,
FO6277957,PN 67720,2022-03-30,2022-04-04,2022-03-31,2022-03-31,50,
FO6277956,PN 64216,2022-03-30,2022-04-04,2022-04-01,2022-04-01,50,
FO6277955,PN 66511,2022-03-30,2022-04-04,2022-04-01,2022-04-01,50,
FO6277977,PN 69081,2022-03-30,2022-04-01,2022-04-01,2022-04-01,15,
FO6277943,PN 67836,2022-03-30,2022-04-05,2022-04-01,2022-04-01,15,
FO6272743,PN 63924,2022-03-31,2022-04-01,2022-04-01,2022-04-01,2,
FO6272742,PN 65766,2022-03-31,2022-04-01,2022-03-31,2022-03-31,2,
FO6272777,PN 64808,2022-03-31,2022-04-01,2022-03-31,2022-03-31,2,
FO6272729,PN 65098,2022-03-31,2022-04-01,2022-04-01,2022-04-01,1,
FO6272669,PN 67040,2022-03-31,2022-03-31,2022-03-31,2022-03-31,10,
FO6272952,PN 65477,2022-04-01,2022-04-04,2022-04-01,2022-04-01,50,
FO6770657,PN 60773,2021-02-09,2021-02-12,2021-02-12,2022-04-04,,
FO6779227,PN 62560,2021-08-19,2022-04-08,2022-04-08,2022-04-08,1,
FO6265027,PN 61559,2022-03-10,2022-04-04,2022-04-04,2022-04-04,5,
FO6270029,PN 53296,2022-03-25,2022-04-06,2022-04-06,2022-04-06,30,
FO6270965,PN 59316,2022-03-25,2022-04-08,2022-04-08,2022-04-08,27,
FO6270225,PN 60517,2022-03-25,2022-04-02,2022-04-02,2022-04-04,36,
FO6270226,PN 55359,2022-03-25,2022-04-06,2022-04-06,2022-04-06,27,
FO6270229,PN 57880,2022-03-25,2022-04-06,2022-04-06,2022-04-07,,
FO6270500,PN 61835,2022-03-25,2022-04-04,2022-04-04,2022-04-04,394,
FO6270509,PN 61878,2022-03-25,2022-04-06,2022-04-06,2022-04-06,203,
FO6270695,PN 57071,2022-03-28,2022-04-05,2022-04-05,2022-04-05,7,
FO6270707,PN 57687,2022-03-28,2022-04-04,2022-04-04,2022-04-04,5,
FO6270742,PN 63695,2022-03-28,2022-04-05,2022-04-04,2022-04-04,50,
FO6270743,PN 67904,2022-03-28,2022-04-08,2022-04-07,2022-04-07,50,
FO6270439,PN 51821,2022-03-28,2022-04-07,2022-04-07,2022-04-07,2,
FO6270437,PN 57159,2022-03-28,2022-04-04,2022-04-04,2022-04-04,96,
