Part,ProcType,Business Area,Production Area,Planner,Buyer,Work Centre,Box Qty,SLoc,ABC *, Std Cost , Std HRS 
PN 53045,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 16.47 , 6.006 
PN 64761,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 16.47 , 5.277 
PN 64762,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 16.47 , 2.911 
PN 64763,Make,BA 002,PROD 2003,MRP 008,,WC004,,SL006,, 16.47 , 18.181 
PN 64760,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 16.47 , 16.661 
PN 64759,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 16.47 , 7.509 
PN 53055,Buy,BA 001,PROD 1001,,BYR 003,,,SL008,, 16.46 ,
PN 53056,Buy,BA 001,PROD 1001,,BYR 002,,,SL008,, 16.46 ,
PN 62387,Buy,BA 002,PROD 2001,,BYR 008,,,SL008,, 16.46 ,
PN 64766,Buy,BA 002,PROD 2003,,BYR 007,,,SL009,, 16.46 ,
PN 70725,Buy,,,,BYR 006,,,,, 16.46 ,
PN 53049,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,C, 16.46 , 9.561 
PN 53050,Make,BA 001,PROD 1001,MRP 008,,WC015,,SL009,C, 16.46 , 17.618 
PN 53051,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,, 16.46 , 8.293 
PN 64765,Make,BA 002,PROD 2003,MRP 001,,WC004,,SL006,, 16.46 , 2.686 
PN 64764,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 16.46 , 2.908 
PN 64767,Buy,BA 002,PROD 2003,,BYR 003,,,SL006,, 16.45 ,
PN 53057,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,B, 16.45 , 8.445 
PN 62388,Buy,BA 002,PROD 2001,,BYR 004,,,SL006,, 16.44 ,
PN 63433,Buy,BA 002,PROD 2002,,BYR 008,,,SL006,, 16.44 ,
PN 63434,Buy,BA 002,PROD 2002,,BYR 009,,,SL006,, 16.44 ,
PN 64768,Buy,BA 002,PROD 2003,,BYR 001,,,SL008,, 16.44 ,
PN 61287,Make,BA 001,PROD 1003,MRP 007,,WC039,50,SL009,B, 16.44 , 2.010 
PN 53060,Make,BA 001,PROD 1001,MRP 007,,WC034,,SL009,C, 16.44 , 6.616 
PN 53061,Make,BA 001,PROD 1001,MRP 008,,WC018,,SL009,C, 16.44 , 7.748 
PN 53062,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 16.44 , 5.912 
PN 53059,Make,BA 001,PROD 1001,MRP 009,,WC013,,SL009,C, 16.44 , 14.701 
PN 64769,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 16.44 , 16.327 
PN 64770,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 16.44 , 2.260 
PN 53066,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 16.43 ,
PN 53067,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 16.43 ,
PN 53068,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 16.43 ,
PN 50214,Buy,BA 003,PROD 3002,,BYR 004,,,SL006,, 16.43 ,
PN 53064,Make,BA 001,PROD 1001,MRP 006,,WC014,,SL009,A, 16.43 , 11.944 
PN 53065,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 16.43 , 19.325 
PN 64775,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 16.43 , 6.445 
PN 64771,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 16.43 , 6.650 
PN 64773,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 16.43 , 6.895 
PN 64772,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 16.43 , 5.790 
PN 64774,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 16.43 , 5.068 
PN 53073,Buy,BA 001,PROD 1001,,BYR 004,,,SL006,, 16.42 ,
PN 53074,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 16.42 ,
PN 64776,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 16.42 ,
PN 51290,Buy,BA 003,PROD 3001,,BYR 008,,,SL006,, 16.42 ,
PN 53071,Make,BA 001,PROD 1001,MRP 007,,WC035,,SL009,C, 16.42 , 10.570 
PN 53070,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,C, 16.42 , 17.424 
PN 53072,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 16.42 , 7.850 
PN 53069,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 16.42 , 11.043 
PN 64779,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 16.42 , 10.806 
PN 64778,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 16.42 , 10.626 
PN 53077,Buy,BA 001,PROD 1001,,BYR 004,,,SL008,, 16.41 ,
PN 60787,Buy,BA 001,PROD 1002,,BYR 004,,,SL008,, 16.41 ,
PN 62389,Buy,BA 002,PROD 2001,,BYR 005,,,SL008,, 16.41 ,
PN 70726,Buy,,,,BYR 007,,,,, 16.41 ,
PN 61288,Make,BA 001,PROD 1003,MRP 005,,WC039,1,SL009,, 16.41 , 18.200 
PN 53076,Make,BA 001,PROD 1001,MRP 006,,WC018,,SL009,C, 16.41 , 9.725 
PN 64782,Make,BA 002,PROD 2003,MRP 003,,WC004,,SL006,, 16.41 , 3.295 
PN 64783,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 16.41 , 16.637 
PN 64784,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 16.41 , 12.194 
PN 64780,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 16.41 , 14.822 
PN 62390,Buy,BA 002,PROD 2001,,BYR 001,,,SL008,, 16.40 ,
PN 63435,Buy,BA 002,PROD 2002,,BYR 004,,,SL006,, 16.40 ,
PN 64787,Buy,BA 002,PROD 2003,,BYR 002,,,SL009,, 16.40 ,
PN 69906,Buy,BA 002,PROD 2004,,BYR 005,,,SL006,, 16.40 ,
PN 50216,Buy,BA 003,PROD 3002,,BYR 009,,,SL006,, 16.40 ,
PN 50217,Buy,BA 003,PROD 3002,,BYR 002,,,SL006,, 16.40 ,
PN 50218,Buy,BA 003,PROD 3002,,BYR 004,,,,, 16.40 ,
PN 53078,Make,BA 001,PROD 1001,MRP 004,,WC018,,SL009,C, 16.40 , 14.179 
PN 53079,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 16.40 , 6.644 
PN 53080,Make,BA 001,PROD 1001,MRP 002,,WC015,,SL009,C, 16.40 , 6.840 
PN 64789,Make,BA 002,PROD 2003,MRP 006,,WC003,,SL009,, 16.40 , 6.081 
PN 64785,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 16.40 , 0.226 
PN 64786,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 16.40 , 13.134 
PN 64788,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 16.40 , 8.538 
PN 62391,Buy,BA 002,PROD 2001,,BYR 004,,,SL008,, 16.39 ,
PN 62392,Buy,BA 002,PROD 2001,,BYR 002,,,SL008,, 16.39 ,
PN 64792,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 16.39 ,
PN 50219,Buy,BA 003,PROD 3002,,BYR 006,,,SL008,, 16.39 ,
PN 53082,Make,BA 001,PROD 1001,MRP 002,,WC018,,SL009,C, 16.39 , 7.704 
PN 64790,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 16.39 , 8.115 
PN 64791,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 16.39 , 7.304 
PN 53086,Buy,BA 001,PROD 1001,,BYR 005,,,SL008,, 16.38 ,
PN 53087,Buy,BA 001,PROD 1001,,BYR 009,,,SL006,, 16.38 ,
PN 62393,Buy,BA 002,PROD 2001,,BYR 004,,,SL008,, 16.38 ,
PN 69907,Buy,BA 002,PROD 2004,,BYR 005,,,SL008,, 16.38 ,
PN 64793,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 16.38 , 10.942 
PN 62394,Buy,BA 002,PROD 2001,,BYR 005,,,SL006,, 16.37 ,
PN 62395,Buy,BA 002,PROD 2001,,BYR 009,,,SL008,, 16.37 ,
PN 61289,Make,BA 001,PROD 1003,MRP 002,,WC039,1,SL009,C, 16.37 , 12.631 
PN 61290,Make,BA 001,PROD 1003,MRP 006,,WC039,100,SL009,C, 16.37 , 9.743 
PN 53088,Make,BA 001,PROD 1001,MRP 001,,WC013,,SL009,C, 16.37 , 2.847 
PN 62396,Buy,BA 002,PROD 2001,,BYR 006,,,SL008,, 16.36 ,
PN 53090,Make,BA 001,PROD 1001,MRP 002,,WC018,,SL009,C, 16.36 , 7.923 
PN 64794,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 16.36 , 12.486 
PN 64795,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 16.36 , 6.043 
PN 53095,Buy,BA 001,PROD 1001,,BYR 006,,,SL008,, 16.35 ,
PN 62397,Buy,BA 002,PROD 2001,,BYR 005,,,SL008,, 16.35 ,
PN 62398,Buy,BA 002,PROD 2001,,BYR 006,,,SL008,, 16.35 ,
PN 69908,Buy,BA 002,PROD 2004,,BYR 003,,,SL006,, 16.35 ,
PN 69909,Buy,BA 002,PROD 2004,,BYR 005,,,SL006,, 16.35 ,
PN 70728,Buy,,,,BYR 005,,,,, 16.35 ,
PN 61291,Make,BA 001,PROD 1003,MRP 003,,WC039,30,SL009,B, 16.35 , 14.870 
PN 61292,Make,BA 001,PROD 1003,MRP 005,,WC039,,,C, 16.35 , 11.426 
PN 53094,Make,BA 001,PROD 1001,MRP 001,,WC015,,SL009,, 16.35 , 4.646 
PN 64796,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 16.35 , 17.158 
PN 53096,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 16.34 ,
PN 53097,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 16.34 ,
PN 62399,Buy,BA 002,PROD 2001,,BYR 003,,,SL008,, 16.34 ,
PN 64797,Buy,BA 002,PROD 2003,,BYR 005,,,SL008,, 16.34 ,
PN 64799,Buy,BA 002,PROD 2003,,BYR 009,,,SL006,, 16.34 ,
PN 50220,Buy,BA 003,PROD 3002,,BYR 003,,,SL008,, 16.34 ,
PN 50221,Buy,BA 003,PROD 3002,,BYR 006,,,,, 16.34 ,
PN 53101,Make,BA 001,PROD 1001,MRP 005,,WC019,,SL009,A, 16.34 , 19.161 
PN 53098,Make,BA 001,PROD 1001,MRP 008,,WC015,,SL009,C, 16.34 , 4.587 
PN 53100,Make,BA 001,PROD 1001,MRP 005,,WC013,,SL009,C, 16.34 , 0.953 
PN 64798,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 16.34 , 1.845 
PN 62400,Buy,BA 002,PROD 2001,,BYR 002,,,SL008,, 16.33 ,
PN 64800,Buy,BA 002,PROD 2003,,BYR 009,,,SL006,, 16.33 ,
PN 61293,Make,BA 001,PROD 1003,MRP 004,,WC039,,SL009,NPI, 16.33 , 1.580 
PN 64801,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 16.33 , 11.036 
PN 53105,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 16.32 ,
PN 53106,Buy,BA 001,PROD 1001,,BYR 002,,,SL008,, 16.32 ,
PN 64806,Buy,BA 002,PROD 2003,,BYR 006,,,SL006,, 16.32 ,
PN 50223,Buy,BA 003,PROD 3002,,BYR 004,,,SL006,, 16.32 ,
PN 50224,Buy,BA 003,PROD 3002,,BYR 001,,,SL008,, 16.32 ,
PN 53102,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 16.32 , 9.992 
PN 53103,Make,BA 001,PROD 1001,MRP 001,,WC013,,SL009,C, 16.32 , 17.794 
PN 64807,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 16.32 , 1.831 
PN 64802,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 16.32 , 16.978 
PN 64803,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 16.32 , 8.863 
PN 64804,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 16.32 , 1.568 
PN 64805,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 16.32 , 3.502 
PN 53113,Buy,BA 001,PROD 1001,,BYR 003,,,SL008,, 16.31 ,
PN 61294,Buy,BA 001,PROD 1003,,BYR 002,,,SL006,, 16.31 ,
PN 69910,Buy,BA 002,PROD 2004,,BYR 002,,,SL006,, 16.31 ,
PN 53109,Make,BA 001,PROD 1001,MRP 008,,WC018,,SL009,C, 16.31 , 4.398 
PN 53108,Make,BA 001,PROD 1001,MRP 009,,WC013,,SL009,C, 16.31 , 10.855 
PN 53110,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 16.31 , 2.736 
PN 53119,Buy,BA 001,PROD 1001,,BYR 002,,,SL008,, 16.30 ,
PN 62401,Buy,BA 002,PROD 2001,,BYR 004,,,SL008,, 16.30 ,
PN 53117,Make,BA 001,PROD 1001,MRP 001,,WC034,,SL009,A, 16.30 , 6.033 
PN 53116,Make,BA 001,PROD 1001,MRP 002,,WC027,,SL009,C, 16.30 , 11.964 
PN 53114,Make,BA 001,PROD 1001,MRP 002,,WC018,,SL009,C, 16.30 , 15.606 
PN 53120,Make,BA 001,PROD 1001,MRP 005,,WC017,,SL009,C, 16.30 , 13.209 
PN 53115,Make,BA 001,PROD 1001,MRP 005,,WC013,,SL009,C, 16.30 , 12.763 
PN 64808,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 16.30 , 7.712 
PN 53128,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 16.29 ,
PN 50225,Buy,BA 003,PROD 3002,,BYR 008,,,SL008,, 16.29 ,
PN 53127,Make,BA 001,PROD 1001,MRP 005,,WC025,,SL009,C, 16.29 , 13.140 
PN 53126,Make,BA 001,PROD 1001,MRP 002,,WC024,,SL009,C, 16.29 , 15.251 
PN 53125,Make,BA 001,PROD 1001,MRP 006,,WC021,,SL009,A, 16.29 , 6.193 
PN 53123,Make,BA 001,PROD 1001,MRP 001,,WC019,,SL009,C, 16.29 , 18.608 
PN 53122,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,C, 16.29 , 14.740 
PN 64809,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 16.29 , 12.597 
PN 62402,Buy,BA 002,PROD 2001,,BYR 005,,,SL006,, 16.28 ,
PN 64811,Buy,BA 002,PROD 2003,,BYR 006,,,SL008,, 16.28 ,
PN 64812,Buy,BA 002,PROD 2003,,BYR 009,,,SL008,, 16.28 ,
PN 69911,Buy,BA 002,PROD 2004,,BYR 004,,,SL008,, 16.28 ,
PN 70730,Buy,,,,BYR 005,,,,, 16.28 ,
PN 53129,Make,BA 001,PROD 1001,MRP 007,,WC018,,SL009,C, 16.28 , 5.969 
PN 53130,Make,BA 001,PROD 1001,MRP 001,,WC015,,SL009,, 16.28 , 10.607 
PN 64813,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 16.28 , 10.161 
PN 62403,Buy,BA 002,PROD 2001,,BYR 002,,,SL008,, 16.27 ,
PN 70731,Buy,,,,BYR 007,,,,, 16.27 ,
PN 53131,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,C, 16.27 , 14.866 
PN 53132,Buy,BA 001,PROD 1001,,BYR 004,,,SL009,, 16.26 ,
PN 53135,Buy,BA 001,PROD 1001,,BYR 006,,,SL008,, 16.26 ,
PN 69912,Buy,BA 002,PROD 2004,,BYR 005,,,SL008,, 16.26 ,
PN 69913,Buy,BA 002,PROD 2004,,BYR 006,,,SL006,, 16.26 ,
PN 61295,Make,BA 001,PROD 1003,MRP 005,,WC039,30,SL009,C, 16.26 , 13.490 
PN 61296,Make,BA 001,PROD 1003,MRP 002,,WC039,100,SL009,C, 16.26 , 5.207 
PN 53133,Make,BA 001,PROD 1001,MRP 001,,WC013,,SL009,, 16.26 , 0.157 
PN 53134,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 16.26 , 7.304 
PN 64815,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 16.26 , 7.634 
PN 64817,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 16.26 , 5.556 
PN 64814,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 16.26 , 6.617 
PN 64816,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 16.26 , 7.214 
PN 53136,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 16.25 ,
PN 53137,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 16.25 ,
PN 62404,Buy,BA 002,PROD 2001,,BYR 005,,,SL008,, 16.25 ,
PN 64818,Buy,BA 002,PROD 2003,,BYR 004,,,SL009,, 16.25 ,
PN 69914,Buy,BA 002,PROD 2004,,BYR 005,,,SL008,, 16.25 ,
PN 70732,Buy,,,,BYR 009,,,,, 16.25 ,
PN 61298,Make,BA 001,PROD 1003,MRP 004,,WC039,50,SL009,A, 16.25 , 18.596 
PN 53138,Make,BA 001,PROD 1001,MRP 003,,WC028,,SL009,B, 16.25 , 5.301 
PN 53139,Make,BA 001,PROD 1001,MRP 008,,WC027,,SL009,C, 16.25 , 3.913 
PN 64819,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 16.25 , 19.149 
PN 64820,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 16.25 , 14.782 
PN 63436,Make,BA 002,PROD 2002,MRP 003,,WC001,,SL009,, 16.25 , 16.612 
PN 53140,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 16.24 ,
PN 53145,Buy,BA 001,PROD 1001,,BYR 002,,,SL008,, 16.24 ,
PN 61299,Buy,BA 001,PROD 1003,,BYR 007,,,SL006,, 16.24 ,
PN 53141,Make,BA 001,PROD 1001,MRP 006,,WC021,,SL009,A, 16.24 , 19.111 
PN 53142,Make,BA 001,PROD 1001,MRP 005,,WC018,,SL009,C, 16.24 , 2.035 
PN 53143,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,C, 16.24 , 0.260 
PN 64821,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 16.24 , 11.567 
PN 64822,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 16.24 , 11.850 
PN 53148,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 16.23 ,
PN 64823,Buy,BA 002,PROD 2003,,BYR 003,,,SL008,, 16.23 ,
PN 50226,Buy,BA 003,PROD 3002,,BYR 004,,,,, 16.23 ,
PN 53147,Make,BA 001,PROD 1001,MRP 001,,WC028,,SL009,A, 16.23 , 3.796 
PN 53146,Make,BA 001,PROD 1001,MRP 001,,WC013,,SL009,C, 16.23 , 1.727 
PN 53149,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,C, 16.23 , 6.202 
PN 64828,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 16.23 , 0.271 
PN 64829,Make,BA 002,PROD 2003,MRP 008,,WC004,,SL006,, 16.23 , 14.593 
PN 64824,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 16.23 , 3.937 
PN 64825,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 16.23 , 16.475 
PN 64826,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 16.23 , 13.881 
PN 53153,Buy,BA 001,PROD 1001,,BYR 004,,,SL008,, 16.22 ,
PN 53151,Make,BA 001,PROD 1001,MRP 002,,WC027,,SL009,C, 16.22 , 15.042 
PN 53150,Make,BA 001,PROD 1001,MRP 008,,WC015,,SL009,C, 16.22 , 19.611 
PN 64832,Make,BA 002,PROD 2003,MRP 008,,WC004,,SL006,, 16.22 , 5.186 
PN 64833,Make,BA 002,PROD 2003,MRP 001,,WC004,,SL006,, 16.22 , 1.141 
PN 64834,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 16.22 , 3.002 
PN 64831,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 16.22 , 1.989 
PN 64830,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 16.22 , 1.292 
PN 53154,Buy,BA 001,PROD 1001,,BYR 009,,,SL009,, 16.21 ,
PN 62405,Buy,BA 002,PROD 2001,,BYR 009,,,SL006,, 16.21 ,
PN 61300,Make,BA 001,PROD 1003,MRP 007,,WC039,1,SL009,C, 16.21 , 16.719 
PN 53155,Make,BA 001,PROD 1001,MRP 009,,WC018,,SL009,C, 16.21 , 9.460 
PN 53157,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,, 16.21 , 7.666 
PN 53156,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,C, 16.21 , 3.325 
PN 64835,Make,BA 002,PROD 2003,MRP 001,,WC004,,SL006,, 16.21 , 4.857 
PN 53158,Buy,BA 001,PROD 1001,,BYR 003,,,SL006,, 16.20 ,
PN 53163,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 16.20 ,
PN 53165,Buy,BA 001,PROD 1001,,BYR 004,,,SL008,, 16.20 ,
PN 62406,Buy,BA 002,PROD 2001,,BYR 001,,,SL008,, 16.20 ,
PN 69915,Buy,BA 002,PROD 2004,,BYR 005,,,SL006,, 16.20 ,
PN 50227,Buy,BA 003,PROD 3002,,BYR 007,,,SL009,, 16.20 ,
PN 53164,Make,BA 001,PROD 1001,MRP 006,,WC037,,SL006,, 16.20 , 15.080 
PN 53161,Make,BA 001,PROD 1001,MRP 007,,WC034,,SL009,C, 16.20 , 15.947 
PN 53160,Make,BA 001,PROD 1001,MRP 003,,WC018,,SL009,C, 16.20 , 4.078 
PN 53162,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,C, 16.20 , 8.468 
PN 53159,Make,BA 001,PROD 1001,MRP 008,,WC014,,SL009,B, 16.20 , 10.137 
PN 64838,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 16.20 , 19.365 
PN 64836,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 16.20 , 14.183 
PN 64837,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 16.20 , 13.565 
PN 53166,Buy,BA 001,PROD 1001,,BYR 009,,,SL009,, 16.19 ,
PN 53169,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 16.19 ,
PN 62407,Buy,BA 002,PROD 2001,,BYR 007,,,SL006,, 16.19 ,
PN 62408,Buy,BA 002,PROD 2001,,BYR 003,,,SL008,, 16.19 ,
PN 70734,Buy,,,,BYR 007,,,,, 16.19 ,
PN 53167,Make,BA 001,PROD 1001,MRP 008,,WC035,,SL009,C, 16.19 , 19.979 
PN 64839,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 16.19 , 9.745 
PN 53171,Buy,BA 001,PROD 1001,,BYR 003,,,SL006,, 16.18 ,
PN 53176,Buy,BA 001,PROD 1001,,BYR 003,,,SL008,, 16.18 ,
PN 53177,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 16.18 ,
PN 63437,Buy,BA 002,PROD 2002,,BYR 005,,,SL006,, 16.18 ,
PN 64841,Buy,BA 002,PROD 2003,,BYR 002,,,SL006,, 16.18 ,
PN 50228,Buy,BA 003,PROD 3002,,BYR 009,,,SL008,, 16.18 ,
PN 53174,Make,BA 001,PROD 1001,MRP 002,,WC028,,SL009,C, 16.18 , 4.062 
PN 53175,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 16.18 , 17.418 
PN 53178,Make,BA 001,PROD 1001,MRP 006,,WC014,,SL009,B, 16.18 , 18.595 
PN 53172,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 16.18 , 2.790 
PN 53173,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 16.18 , 0.465 
PN 62409,Make,BA 002,PROD 2001,MRP 004,,WC011,,SL009,, 16.18 , 11.659 
PN 64842,Make,BA 002,PROD 2003,MRP 001,,WC004,,SL006,, 16.18 , 9.537 
PN 64840,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 16.18 , 0.189 
PN 64845,Buy,BA 002,PROD 2003,,BYR 007,,,SL006,, 16.17 ,
PN 70736,Buy,,,,BYR 007,,,,, 16.17 ,
PN 64843,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 16.17 , 15.079 
PN 64844,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 16.17 , 6.756 
PN 60788,Buy,BA 001,PROD 1002,,BYR 007,,,SL008,, 16.16 ,
PN 63439,Buy,BA 002,PROD 2002,,BYR 009,,,SL006,, 16.16 ,
PN 70737,Buy,,,,BYR 006,,,,, 16.16 ,
PN 61301,Make,BA 001,PROD 1003,MRP 002,,WC039,50,SL009,C, 16.16 , 15.580 
PN 53183,Make,BA 001,PROD 1001,MRP 002,,WC027,,SL009,NPI, 16.16 , 4.818 
PN 53180,Make,BA 001,PROD 1001,MRP 005,,WC013,,SL009,B, 16.16 , 12.973 
PN 53181,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 16.16 , 7.375 
PN 53182,Make,BA 001,PROD 1001,MRP 005,,WC013,,SL009,C, 16.16 , 9.767 
PN 64846,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 16.16 , 18.215 
PN 53184,Buy,BA 001,PROD 1001,,BYR 003,,,SL006,, 16.15 ,
PN 53190,Buy,BA 001,PROD 1001,,BYR 006,,,SL008,, 16.15 ,
PN 70738,Buy,,,,BYR 009,,,,, 16.15 ,
PN 61302,Make,BA 001,PROD 1003,MRP 002,,WC039,2000,SL009,C, 16.15 , 1.173 
PN 61303,Make,BA 001,PROD 1003,MRP 004,,WC039,30,SL009,C, 16.15 , 11.887 
PN 53188,Make,BA 001,PROD 1001,MRP 005,,WC035,,SL009,C, 16.15 , 2.899 
PN 53186,Make,BA 001,PROD 1001,MRP 003,,WC034,,SL009,C, 16.15 , 19.495 
PN 53185,Make,BA 001,PROD 1001,MRP 006,,WC018,,SL009,C, 16.15 , 8.103 
PN 53187,Make,BA 001,PROD 1001,MRP 003,,WC018,,SL009,C, 16.15 , 6.240 
PN 53189,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,NPI, 16.15 , 3.511 
PN 64847,Make,BA 002,PROD 2003,MRP 006,,WC003,,SL009,B, 16.15 , 17.413 
PN 64848,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 16.15 , 18.463 
PN 69916,Buy,BA 002,PROD 2004,,BYR 009,,,SL006,, 16.14 ,
PN 50230,Buy,BA 003,PROD 3002,,BYR 004,,,SL006,, 16.14 ,
PN 53193,Make,BA 001,PROD 1001,MRP 002,,WC018,,SL009,C, 16.14 , 13.385 
PN 53196,Make,BA 001,PROD 1001,MRP 004,,WC014,,SL009,C, 16.14 , 0.988 
PN 53198,Buy,BA 001,PROD 1001,,BYR 003,,,SL006,, 16.13 ,
PN 60789,Buy,BA 001,PROD 1002,,BYR 001,,,SL008,, 16.13 ,
PN 64852,Buy,BA 002,PROD 2003,,BYR 008,,,SL009,, 16.13 ,
PN 64854,Buy,BA 002,PROD 2003,,BYR 009,,,SL006,, 16.13 ,
PN 69917,Buy,BA 002,PROD 2004,,BYR 002,,,SL006,, 16.13 ,
PN 69918,Buy,BA 002,PROD 2004,,BYR 007,,,SL006,, 16.13 ,
PN 51292,Buy,BA 003,PROD 3001,,BYR 002,,,SL006,, 16.13 ,
